hallmark	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
HALLMARK_ADIPOGENESIS	-0.03646945355555555	-0.001411352145454545	-0.03505810141010101	457	0.7062559621048525
HALLMARK_ALLOGRAFT_REJECTION	0.044583284777777774	-0.0918043535	0.13638763827777778	588	0.3525471619105423
HALLMARK_ANDROGEN_RESPONSE	-0.06788842244444444	0.006035520699999998	-0.07392394314444445	393	0.3076746906334493
HALLMARK_ANGIOGENESIS	-0.062005940555555555	-0.04128289770909091	-0.020723042846464645	479	0.8762057568551003
HALLMARK_APICAL_JUNCTION	-0.06824167144444444	-0.01689766172727273	-0.051344009717171714	421	0.4600874886866071
HALLMARK_APICAL_SURFACE	-0.1417460187777778	-0.09073386633636364	-0.051012152441414146	440	0.583866590140325
HALLMARK_APOPTOSIS	0.0035201641111111135	-0.021491027736363636	0.02501119184747475	507	0.9079859305072687
HALLMARK_BILE_ACID_METABOLISM	-0.117533766	-0.07084869171818181	-0.04668507428181819	431	0.5233441398257145
HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.10586586466666666	0.025468503536363634	-0.1313343682030303	345	0.1329598903682248
HALLMARK_COAGULATION	-0.06512372422222222	-0.03720514950909091	-0.027918574713131313	456	0.6988009541111222
HALLMARK_COMPLEMENT	-2.255107777777779e-4	-0.042966560863636365	0.04274105008585859	543	0.6330823247479742
HALLMARK_DNA_REPAIR	0.22477858388888888	0.09893992109090909	0.12583866279797978	617	0.22204023029754635
HALLMARK_E2F_TARGETS	0.4663074611111111	0.2299512985909091	0.236356162520202	716	0.026684080291953967
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.09436042933333334	-0.035637307690909094	-0.05872312164242425	441	0.5907874720971809
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.1284441832222222	-0.05573599404545455	-0.07270818917676766	387	0.2799571292424135
HALLMARK_ESTROGEN_RESPONSE_LATE	-0.06445068166666666	-0.06773957002727272	0.0032888883606060626	509	0.892074176123959
HALLMARK_FATTY_ACID_METABOLISM	-0.048535823	0.011585708409090909	-0.060121531409090906	419	0.44797008142484634
HALLMARK_G2M_CHECKPOINT	0.4267833603333333	0.23600646823636365	0.19077689209696966	681	0.062273250561622064
HALLMARK_GLYCOLYSIS	0.05022269044444444	0.04319920038181818	0.007023490062626259	483	0.9079859305072687
HALLMARK_HEDGEHOG_SIGNALING	0.05183922311111111	-0.04191047517272727	0.09374969828383839	618	0.218258794207933
HALLMARK_HEME_METABOLISM	0.028066964666666666	-0.00915831019090909	0.037225274857575756	538	0.669276579551262
HALLMARK_HYPOXIA	-0.03066893311111111	0.001982920518181819	-0.032651853629292925	464	0.7591961678825729
HALLMARK_IL2_STAT5_SIGNALING	-0.05451505788888889	-0.037625616963636366	-0.016889440925252526	489	0.9559177218806283
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.006978461555555555	-0.04816464989090909	0.05514311144646465	541	0.6474610310814795
HALLMARK_INFLAMMATORY_RESPONSE	-0.048290739222222226	-0.06664590802727273	0.018355168805050504	513	0.8603869471933394
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.07201689833333333	0.004049875472727273	0.06796702286060606	545	0.6188409313975106
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.06477787777777778	-0.029523028118181815	0.0943009058959596	570	0.4540059887177945
HALLMARK_KRAS_SIGNALING_DN	-0.12739301211111112	-0.10531499355454546	-0.02207801855656566	437	0.5633338338500602
HALLMARK_KRAS_SIGNALING_UP	-0.003342828777777774	-0.05449725530909091	0.051154426531313135	543	0.6330823247479742
HALLMARK_MITOTIC_SPINDLE	0.22860514644444443	0.15369694087272728	0.07490820557171715	606	0.26675486603159543
HALLMARK_MTORC1_SIGNALING	0.1274982331111111	0.1052953904	0.022202842711111115	486	0.9319209633805211
HALLMARK_MYC_TARGETS_V1	0.35035698744444443	0.16963663922727273	0.1807203482171717	593	0.327129623235154
HALLMARK_MYC_TARGETS_V2	0.3055828638888889	0.1799708818	0.12561198208888888	585	0.3683816868457105
HALLMARK_MYOGENESIS	-0.1486889342222222	-0.07922347478181818	-0.06946545944040403	409	0.39017098007516576
HALLMARK_NOTCH_SIGNALING	0.016536959777777777	0.12343330427272728	-0.1068963444949495	365	0.193079164986124
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.095988982	0.059467488845454546	0.036521493154545455	524	0.7745443757141864
HALLMARK_P53_PATHWAY	-0.06758271733333333	-0.04786432437272727	-0.01971839296060606	468	0.7899812039056391
HALLMARK_PANCREAS_BETA_CELLS	0.026690483111111114	-0.0041294680636363625	0.03081995117474748	550	0.583866590140325
HALLMARK_PEROXISOME	0.008868378333333331	0.002398325509090908	0.006470052824242423	507	0.9079859305072687
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.06803111433333334	0.06538468785454546	0.0026464264787878777	479	0.8762057568551003
HALLMARK_PROTEIN_SECRETION	0.13940170355555556	0.1042468469	0.035154856655555566	545	0.6188409313975106
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.026556157888888886	-0.019396920945454543	-0.007159236943434344	473	0.8289229491790793
HALLMARK_SPERMATOGENESIS	0.06724876466666667	0.009471442490909091	0.05777732217575758	638	0.15209263248157978
