pathway	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_ABC_TRANSPORTERS	-0.362623805762388	-0.24965737281035805	-0.11296643295202996	48	0.1804382962434129
KEGG_ACUTE_MYELOID_LEUKEMIA	0.06472397141371895	-0.130738102113062	0.19546207352678097	117	0.3923940413783893
KEGG_ADHERENS_JUNCTION	-0.031832148945150796	-0.0226156413175023	-0.009216507627648494	84	0.8591064470745601
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.2403949384584284	-0.2674750599033013	0.027080121444872873	87	0.9356907538861277
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.16665130693592092	0.15122847015703997	0.015422836778880955	111	0.5082053922486643
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.10663530577430731	-0.004570229728598354	0.11120553550290567	115	0.4290991727954929
KEGG_ALLOGRAFT_REJECTION	-0.829369362056891	-0.7941744575013437	-0.0351949045555473	46	0.16033181442321326
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.027288899463450228	-0.06480788656469479	0.03751898710124456	98	0.8087325413771576
KEGG_ALZHEIMERS_DISEASE	-0.013555410617883514	-0.16699588673330806	0.15344047611542455	126	0.25189547447397176
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.18165506014200433	0.07187925694126679	0.10977580320073754	102	0.7105176906602766
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.06784132163627632	-0.15835964381288414	0.22620096544916046	127	0.23878367598197106
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.03286137606943458	-0.19998849962066953	0.16712712355123494	145	0.0785809164517666
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.8189379872551305	-0.8467927546816008	0.027854767426470306	128	0.22616099921205812
KEGG_APOPTOSIS	-0.08115314500898746	-0.20828733370358687	0.12713418869459941	105	0.6397949678180914
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.13297198284398606	-0.1143997065116015	-0.018572276332384563	90	1
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.1027435843755336	0.07862877818621554	0.024114806189318064	99	0.7838261751599713
