pathway	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_ABC_TRANSPORTERS	-0.26949778466031765	-0.2751040544452763	0.005606269784958651	315	0.7754007844324058
KEGG_ACUTE_MYELOID_LEUKEMIA	-0.11066262466546851	-0.12023092215834766	0.009568297492879144	306	0.8897797857499836
KEGG_ADHERENS_JUNCTION	-0.036572109071826564	-0.05899069530282709	0.02241858623100053	316	0.7629405964675582
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.3132579291578748	-0.25703364272580714	-0.05622428643206767	228	0.2640735026181348
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.0829260990131912	0.12314152042971054	-0.040215421416519334	246	0.4103116901404847
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.0040651090404139655	0.01360145944346047	-0.009536350403046505	309	0.8512729653160043
KEGG_ALLOGRAFT_REJECTION	-0.7808323745696105	-0.793741431331406	0.012909056761795434	336	0.5302012379880764
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.10995122147290824	-0.03758213427947547	-0.07236908719343277	253	0.47818909172661944
KEGG_ALZHEIMERS_DISEASE	-0.1733102674572371	-0.15570595240254878	-0.01760431505468832	292	0.9415137601180046
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.1397880396361631	0.06713639272446191	0.07265164691170119	347	0.41964264298708115
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.35102926937864276	-0.1691318014848973	-0.18189746789374547	189	0.0796594196844585
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.25057323690932737	-0.19178554668217151	-0.05878769022715585	244	0.3920237887261087
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.8387161851383701	-0.8403812805813383	0.001665095442968223	308	0.8640739017950372
KEGG_APOPTOSIS	-0.19237647438713312	-0.19051219965627517	-0.0018642747308579566	298	0.9934957704503972
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.07224760371819365	-0.11502406562867747	0.042776461910483815	323	0.6775939816688245
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.10856585316679362	0.07199472960538517	0.03657112356140846	313	0.8004923760713145
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.1311731842076016	-0.03532909191756391	0.1665022761251655	437	0.022942587547158333
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.019994123708588885	0.023278053356567525	-0.003283929647978641	310	0.8385110992103102
KEGG_ASTHMA	-0.7587863775577038	-0.7682855169245031	0.009499139366799247	309	0.8512729653160043
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.729513229022168	-0.7256310041497985	-0.003882224872369444	292	0.9415137601180046
KEGG_AXON_GUIDANCE	0.07602086338336465	0.02420869500979679	0.05181216837356786	346	0.4290971800626119
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.20930589541258693	-0.2478520656382416	0.03854617022565468	345	0.4386743921253035
KEGG_BASAL_CELL_CARCINOMA	0.0757032102127516	0.033054692581004574	0.04264851763174703	343	0.4581928168999538
KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.31881426050209744	-0.17493965913497517	-0.14387460136712227	186	0.07161194755983064
KEGG_BASE_EXCISION_REPAIR	-0.055525079383649846	-0.006623564516831127	-0.04890151486681872	271	0.6775939816688245
KEGG_BETA_ALANINE_METABOLISM	0.21121827628453588	0.11825822968583938	0.0929600465986965	376	0.20059666331585585
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.01205746555445325	0.10394919294028324	-0.09189172738582999	254	0.48836332471226457
KEGG_BLADDER_CANCER	0.08324306473043444	-0.04085982637684115	0.1241028911072756	410	0.06662654392208621
KEGG_BUTANOATE_METABOLISM	-0.04450069579243286	0.07110826363931962	-0.11560895943175248	212	0.1683031283650212
KEGG_CALCIUM_SIGNALING_PATHWAY	-0.018542257186786697	-0.01113931207389594	-0.007402945112890757	310	0.8385110992103102
KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.10041134606636683	-0.06437684090143157	-0.036034505164935254	269	0.6538960586655932
KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.4812275891887944	-0.531814467598272	0.05058687840947762	375	0.2063917203414194
KEGG_CELL_CYCLE	-0.015941009503781755	-0.014247908781733013	-0.0016931007220487414	284	0.8385110992103102
KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.13398154807195473	-0.2230569339984375	0.08907538592648279	396	0.10828910927830436
KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.004222693321769015	-0.021450698071919502	0.01722800475015049	314	0.7879190681952689
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.0023519436627817444	0.1888778304220956	-0.18652588675931386	186	0.07161194755983064
KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.05224269652878609	0.05052983244582735	-0.10277252897461345	248	0.4290971800626119
KEGG_COLORECTAL_CANCER	-0.08244552492360768	0.0034082489624997154	-0.0858537738861074	245	0.4011051536176952
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-0.15594626855963048	-0.305640431254184	0.14969416269455352	445	0.016180421118354143
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.01117027409284915	0.016907998501752425	-0.028078272594601574	254	0.48836332471226457
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.09671331600631614	-0.25378240011466097	0.15706908410834483	411	0.0642431277301824
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-0.13867875295399937	-0.1764911468288923	0.037812393874892936	330	0.5961981473171141
KEGG_DILATED_CARDIOMYOPATHY	-0.00952662887508493	-0.12217458547554032	0.11264795660045539	406	0.07689896625941933
KEGG_DNA_REPLICATION	-0.03668329663795431	-0.03820288669650948	0.0015195900585551689	288	0.8897797857499836
KEGG_DORSO_VENTRAL_AXIS_FORMATION	-0.20868828017626206	-0.1619353900100776	-0.046752890166184474	209	0.15369859904926209
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-0.15956128693529872	-0.16671075783490538	0.007149470899606658	297	1
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.1707700702714286	-0.13748757550324894	-0.033282494768179655	254	0.48836332471226457
KEGG_ECM_RECEPTOR_INTERACTION	-0.08302981822995154	-0.21062377471794289	0.12759395648799135	388	0.1400781958767776
KEGG_ENDOCYTOSIS	-0.3000548797938046	-0.27121484015947417	-0.028840039634330406	265	0.6075514085982506
KEGG_ENDOMETRIAL_CANCER	-0.04887913248196707	0.032602216216319375	-0.08148134869828644	240	0.35696249053565043
