pathway	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_ABC_TRANSPORTERS	-0.2968154642848503	-0.2748908528924159	-0.0219246113924344	1339	0.45123861841193214
KEGG_ACUTE_MYELOID_LEUKEMIA	-0.09444061063192531	-0.0845470866276051	-0.009893524004320212	1385	0.6221581874077533
KEGG_ADHERENS_JUNCTION	-0.05396332777831499	-0.00798259742923777	-0.045980730349077216	1303	0.33843280758139926
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.2398236080326117	-0.24277806241157504	0.002954454378963328	1446	0.8829175259487185
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.14825808402562649	0.12479205037535819	0.023466033650268295	1624	0.3923800863967881
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.011493099139520345	-0.014537243450598841	0.026030342590119188	1566	0.5983465554764729
KEGG_ALLOGRAFT_REJECTION	-0.8003621834840383	-0.7926097215792077	-0.007752461904830588	1215	0.14546875252840813
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.041601316069151704	-0.05529746860454719	0.013696152535395488	1544	0.6875624691109237
KEGG_ALZHEIMERS_DISEASE	-0.1438736841875252	-0.11372421581673237	-0.030149468370792826	1327	0.411462169696995
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.10266014645475273	0.11976938901204283	-0.0171092425572901	1447	0.8873900770016788
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.14679898191259844	-0.2033790860175626	0.05658010410496417	1609	0.4410955290237598
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.19750664819341304	-0.18488861906053594	-0.012618029132877101	1412	0.7339635460203463
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.8389635710533837	-0.8396860281368388	7.224570834550859e-4	1459	0.9413001226749752
KEGG_APOPTOSIS	-0.1641276934000568	-0.1629275000395446	-0.0012001933605122195	1439	0.8517219133150382
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.08807133967802314	-0.08492545830004251	-0.003145881377980622	1433	0.8251643548591407
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.08441118374275326	0.09938561262433443	-0.014974428881581167	1448	0.8918662169481033
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.009860829892812544	0.05784368064174374	-0.0479828507489312	1301	0.33274729843921075
