hallmark	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
HALLMARK_ADIPOGENESIS	-0.0019418615000000004	-0.038653693782608696	0.03671183228260869	154	0.6648497042024666
HALLMARK_ALLOGRAFT_REJECTION	0.21588688866666667	-0.13719857680434783	0.3530854654710145	216	0.02362932079542128
HALLMARK_ANDROGEN_RESPONSE	0.027496704833333337	-0.046039894847826085	0.07353659968115941	173	0.3318344359020204
HALLMARK_ANGIOGENESIS	0.11902204916666667	-0.13113691997826088	0.2501589691449275	196	0.10055387130302204
HALLMARK_APICAL_JUNCTION	0.07369233133333333	-0.07419634834782608	0.14788867968115943	200	0.07792658798380236
HALLMARK_APICAL_SURFACE	-0.013601544	-0.1010770727826087	0.0874755287826087	184	0.19782960647434095
HALLMARK_APOPTOSIS	0.0683049125	-0.08717520054347827	0.15548011304347825	191	0.1353709405202343
HALLMARK_BILE_ACID_METABOLISM	-0.14389986533333332	-0.047000725978260875	-0.09689913935507244	108	0.4076927006481807
HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.12600637266666667	-0.02959510493478261	-0.09641126773188406	103	0.3318344359020204
HALLMARK_COAGULATION	0.18628692233333335	-0.10943371513043479	0.29572063746376814	212	0.03276240119615768
HALLMARK_COMPLEMENT	0.19259609316666668	-0.08620911069565218	0.2788052038623189	212	0.03276240119615768
HALLMARK_DNA_REPAIR	0.16793264633333332	0.06601222019565217	0.10192042613768115	155	0.6446028493230352
HALLMARK_E2F_TARGETS	0.39844985916666664	0.1764922692826087	0.22195758988405795	152	0.7060320691287971
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.09883809683333333	-0.1518919132826087	0.25073001011594204	187	0.1689943080341793
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.11401305316666666	-0.08090102119565218	-0.03311203197101448	131	0.8560074111477651
HALLMARK_ESTROGEN_RESPONSE_LATE	-0.07716151616666667	-0.09468960143478261	0.017528085268115945	150	0.7480500547191052
HALLMARK_FATTY_ACID_METABOLISM	0.022448894	-0.012519887869565217	0.034968781869565216	164	0.47483559708662515
HALLMARK_G2M_CHECKPOINT	0.379559077	0.17757444704347827	0.20198462995652175	146	0.834143739328792
HALLMARK_GLYCOLYSIS	0.12429542783333333	0.004081937891304346	0.12021348994202899	176	0.29079009672608813
HALLMARK_HEDGEHOG_SIGNALING	0.09905855083333333	-0.01317503647826087	0.11223358731159419	182	0.2188464583869554
HALLMARK_HEME_METABOLISM	0.018829446333333336	-0.015356106195652173	0.03418555252898551	163	0.4924718496236465
HALLMARK_HYPOXIA	0.038864582833333335	-0.04630938965217392	0.08517397248550726	170	0.37624797873322813
HALLMARK_IL2_STAT5_SIGNALING	0.10431413316666667	-0.08654841606521739	0.19086254923188406	195	0.10691130789467998
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.19782288083333333	-0.10789259110869565	0.30571547194202897	200	0.07792658798380236
HALLMARK_INFLAMMATORY_RESPONSE	0.10861164799999999	-0.10901958554347826	0.21763123354347824	195	0.10691130789467998
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.27695757633333334	-0.03933932297826087	0.3162968993115942	198	0.08869416833836645
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.255251149	-0.07919636626086957	0.3344475152608696	204	0.05942013466597769
HALLMARK_KRAS_SIGNALING_DN	-0.2066316875	-0.053252246152173915	-0.15337944134782608	73	0.06368684953523145
HALLMARK_KRAS_SIGNALING_UP	0.16274871766666668	-0.05401018791304348	0.21675890557971017	213	0.030249546627161505
HALLMARK_MITOTIC_SPINDLE	0.23438501166666667	0.1097734875	0.12461152416666667	159	0.5662110998245451
HALLMARK_MTORC1_SIGNALING	0.1454809735	0.05910928634782609	0.08637168715217391	157	0.6048662672925144
HALLMARK_MYC_TARGETS_V1	0.23416186	0.1121995962826087	0.1219622637173913	143	0.9000409656497623
HALLMARK_MYC_TARGETS_V2	0.20072779416666667	0.13473600017391305	0.06599179399275362	139	0.9888649076651936
HALLMARK_MYOGENESIS	-0.05248338183333333	-0.09315612915217392	0.04067274731884059	157	0.6048662672925144
HALLMARK_NOTCH_SIGNALING	0.08757703483333333	0.09829406869565217	-0.010717033862318842	131	0.8560074111477651
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.11607615316666667	-0.007378743739130435	0.1234548969057971	156	0.6246069950074956
HALLMARK_P53_PATHWAY	-0.06830708133333334	-0.07505965391304348	0.006752572579710139	145	0.8560074111477651
HALLMARK_PANCREAS_BETA_CELLS	0.09721431066666668	0.028728353152173917	0.06848595751449277	159	0.5662110998245451
HALLMARK_PEROXISOME	-0.016984178333333336	-0.012825227021739131	-0.004158951311594205	142	0.9221786259511988
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.1495358505	0.01569438023913043	0.13384147026086957	188	0.16008393537447713
HALLMARK_PROTEIN_SECRETION	0.22173264733333334	0.04265193232608696	0.17908071500724637	192	0.12778934814515006
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.09091402283333334	-0.03793770239130435	0.1288517252246377	171	0.36107182643924995
HALLMARK_SPERMATOGENESIS	-0.02219869366666667	0.012167605152173912	-0.03436629881884058	120	0.6246069950074956
HALLMARK_TGF_BETA_SIGNALING	0.12194725249999999	-0.04991946228260869	0.17186671478260868	201	0.07293221707668338
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.019134172499999998	-0.08225445795652174	0.06312028545652174	161	0.5287210465200809
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.1249837975	0.055266083673913044	0.06971771382608695	148	0.7907926509392628
HALLMARK_UV_RESPONSE_DN	-0.10323967349999999	-0.057611461130434784	-0.045628212369565206	120	0.6246069950074956
HALLMARK_UV_RESPONSE_UP	0.09080782833333334	0.024543694717391307	0.06626413361594204	162	0.5104388727667826
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.08477813516666667	0.014473694260869564	0.0703044409057971	162	0.5104388727667826
