pathway	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_ABC_TRANSPORTERS	-0.2722152701685159	-0.27465942300222773	0.0024441528337118545	250	0.8340977822077373
KEGG_ACUTE_MYELOID_LEUKEMIA	-0.043680300032782615	-0.12684474094427475	0.08316444091149214	301	0.25499126029319136
KEGG_ADHERENS_JUNCTION	0.01740361726311887	-0.06388764988933616	0.08129126715245504	301	0.25499126029319136
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.29278087491737165	-0.2607952302632727	-0.03198564465409892	208	0.5910727725916123
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.08872033188697731	0.12136224876868787	-0.03264191688171056	211	0.6293490740337742
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.029693528189190414	0.016796132381712493	-0.04648966057090291	221	0.7637853379265565
KEGG_ALLOGRAFT_REJECTION	-0.7771932669330046	-0.7937363672127685	0.01654310027976391	288	0.3673006705168453
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.10246291133198521	-0.04048149229967145	-0.06198141903231376	203	0.5297767437470404
KEGG_ALZHEIMERS_DISEASE	-0.06681888481611585	-0.16718607458780207	0.10036718977168622	303	0.24010058230909237
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.23134750648627062	0.05984796663435382	0.1714995398519168	329	0.09929682995458639
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.30387395362125463	-0.17933595069209152	-0.12453800292916312	174	0.24746751321631874
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.22129349806799473	-0.1965286871578133	-0.02476481091018143	226	0.8340977822077373
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.8434434940209198	-0.8398456724480473	-0.0035978215728724727	232	0.9202083801031454
KEGG_APOPTOSIS	-0.12891472586958078	-0.19709985831928373	0.06818513244970295	296	0.2949867070990152
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.12801628477929664	-0.10802504075737322	-0.019991244021923413	230	0.8913492353943947
