hallmark	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
HALLMARK_ADIPOGENESIS	0.051849768	-0.053544891514285715	0.10539465951428571	206	0.5171059205556209
HALLMARK_ALLOGRAFT_REJECTION	-0.0955862762	-0.11416033058571429	0.018574054385714286	168	0.8901941810994884
HALLMARK_ANDROGEN_RESPONSE	0.0476232898	-0.0486836282	0.096306918	206	0.5171059205556209
HALLMARK_ANGIOGENESIS	-0.0604187854	-0.09574746345714286	0.035328678057142855	183	0.8734338811620458
HALLMARK_APICAL_JUNCTION	0.031357161999999994	-0.06903420861428572	0.10039137061428571	215	0.40148563637081147
HALLMARK_APICAL_SURFACE	0.027800328399999998	-0.11964924422857143	0.14744957262857142	256	0.08730259187081178
HALLMARK_APOPTOSIS	0.021805918799999997	-0.06945600962857143	0.09126192842857142	200	0.60280267775746
HALLMARK_BILE_ACID_METABOLISM	-0.0417426086	-0.05715143971428571	0.01540883111428571	174	0.9915267170884235
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.1642092398	-0.05427886521428571	0.2184881050142857	245	0.13989987167545684
HALLMARK_COAGULATION	0.0215822212	-0.08778796018571429	0.10937018138571429	211	0.4508421203320515
HALLMARK_COMPLEMENT	-0.03808550500000001	-0.07725247084285715	0.039166965842857136	183	0.8734338811620458
HALLMARK_DNA_REPAIR	0.230177671	0.09918341294285714	0.13099425805714288	214	0.4135107275429698
HALLMARK_E2F_TARGETS	0.4344828904	0.20979970882857144	0.22468318157142855	211	0.4508421203320515
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.01380052560000001	-0.14685062277142857	0.16065114837142858	212	0.4381910051291621
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.032171246400000006	-0.12294692634285714	0.15511817274285716	245	0.13989987167545684
HALLMARK_ESTROGEN_RESPONSE_LATE	0.008689869400000003	-0.12916999755714287	0.13785986695714286	224	0.30294953161485705
HALLMARK_FATTY_ACID_METABOLISM	-0.0030760214000000036	-0.013717371671428572	0.010641350271428568	153	0.6479190043416237
HALLMARK_G2M_CHECKPOINT	0.4413090446	0.20470949565714286	0.23659954894285712	221	0.33383930014871704
HALLMARK_GLYCOLYSIS	0.13253173859999998	-0.010434795542857143	0.14296653414285712	223	0.31302784066965156
HALLMARK_HEDGEHOG_SIGNALING	0.0563633568	-0.025482960914285716	0.08184631771428572	219	0.3555227703909684
HALLMARK_HEME_METABOLISM	0.0503058206	-0.02014420012857143	0.07045002072857143	182	0.8901941810994884
HALLMARK_HYPOXIA	0.07782050199999999	-0.07040133247142857	0.14822183447142856	222	0.32332443570955316
HALLMARK_IL2_STAT5_SIGNALING	-0.0164635938	-0.09577487128571428	0.07931127748571429	197	0.6479190043416237
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.019502325800000008	-0.09481124964285714	0.07530892384285713	187	0.8070315111810521
HALLMARK_INFLAMMATORY_RESPONSE	-0.020972557800000003	-0.11666583101428571	0.09569327321428571	200	0.60280267775746
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.0551218808	-0.007799418985714285	-0.04732246181428572	167	0.8734338811620458
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.0748592214	-0.05253904951428571	-0.022320171885714286	162	0.7906265266238263
HALLMARK_KRAS_SIGNALING_DN	-0.08266364899999999	-0.10425938364285714	0.021595734642857148	202	0.5735343747735173
HALLMARK_KRAS_SIGNALING_UP	-0.021605469999999995	-0.06453499717142858	0.04292952717142858	193	0.710119225230952
HALLMARK_MITOTIC_SPINDLE	0.25521916899999997	0.14112098472857143	0.11409818427142854	211	0.4508421203320515
HALLMARK_MTORC1_SIGNALING	0.1798232862	0.06236026824285714	0.11746301795714284	209	0.4767544505311175
HALLMARK_MYC_TARGETS_V1	0.32664193340000003	0.15028244614285716	0.17635948725714287	223	0.31302784066965156
HALLMARK_MYC_TARGETS_V2	0.311150384	0.15027026437142857	0.16088011962857143	234	0.21404235788132758
