hallmark	repair_score	ctrl_score	score_diff	wilcox_stat	pvalue
HALLMARK_ADIPOGENESIS	0.11356009743331671	-0.0020191920154922355	0.11557928944880895	5988	0.1520559361353753
HALLMARK_ALLOGRAFT_REJECTION	0.02012374573872142	-0.009129035648101452	0.02925278138682287	5184	0.6824371314547232
HALLMARK_ANDROGEN_RESPONSE	0.03452717699628477	-0.011693160940883119	0.046220337937167885	5342	0.5417227497912903
HALLMARK_ANGIOGENESIS	0.019273156553946003	-0.029737834120467616	0.04901099067441362	5282	0.5934424423514426
HALLMARK_APICAL_JUNCTION	0.019323025482576976	-0.015286109553001212	0.034609135035578185	5149	0.7154108771131542
HALLMARK_APICAL_SURFACE	-0.01577997970412804	-0.002764209381240103	-0.013015770322887938	4617	0.7556867440722921
HALLMARK_APOPTOSIS	0.054379624789360224	-0.023402527841963238	0.07778215263132346	5560	0.3747366191195273
HALLMARK_BILE_ACID_METABOLISM	-0.0319789127205285	0.011915173306419991	-0.0438940860269485	4302	0.4764538528477178
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.038219643355575886	-0.009344353067614363	0.04756399642319025	5277	0.5978525441280097
HALLMARK_COAGULATION	0.025798495267881597	0.013275400471226995	0.012523094796654602	4952	0.9093191500902233
HALLMARK_COMPLEMENT	0.055023091258614945	-0.0035023276853576287	0.058525418943972576	5344	0.540038265641156
HALLMARK_DNA_REPAIR	0.12842878067624947	-0.0423216261672029	0.17075040684345236	6471	0.04066091462185257
HALLMARK_E2F_TARGETS	0.24638027982264868	-0.10033605999456081	0.3467163398172095	6693	0.01983325128939879
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.030668990219011417	-0.0335424217622547	0.06421141198126612	5404	0.4907534773782798
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.016445776074410053	-0.008184378611224919	-0.008261397463185135	4767	0.9042769106116731
HALLMARK_ESTROGEN_RESPONSE_LATE	0.008534998764050223	-0.0159239303208035	0.024458929084853726	5232	0.6381947465835971
HALLMARK_FATTY_ACID_METABOLISM	0.11735267943551357	-0.008611215599565228	0.1259638950350788	6331	0.061649574240632374
HALLMARK_G2M_CHECKPOINT	0.21617919798645346	-0.09719639050263609	0.31337558848908953	6652	0.022767653929641373
HALLMARK_GLYCOLYSIS	0.08927035842275546	-0.0422883799034523	0.13155873832620776	6511	0.03591618634478205
HALLMARK_HEDGEHOG_SIGNALING	0.04039639726876171	-0.012286923685365917	0.05268332095412762	5493	0.42233781736600795
HALLMARK_HEME_METABOLISM	0.03250771125181246	-0.016205500454125197	0.04871321170593766	5471	0.4387091463852091
HALLMARK_HYPOXIA	0.02079968869216982	-0.028666795084512604	0.049466483776682425	5404	0.4907534773782798
HALLMARK_IL2_STAT5_SIGNALING	0.019504668164375016	-0.014624094751113656	0.03412876291548867	5118	0.7450687902878853
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.03864905569301355	-0.004696254438000686	0.04334531013101424	5254	0.6183279594486097
HALLMARK_INFLAMMATORY_RESPONSE	0.010012569161602577	-1.2818489739768225e-4	0.01014075405900026	4919	0.942680143553915
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0641822116189678	0.006202336767744248	0.05797987485122355	5191	0.6759121031127071
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.06277843452363063	2.8650669363092864e-4	0.062491927829999704	5306	0.5724843428067798
HALLMARK_KRAS_SIGNALING_DN	-0.05179462517431817	0.014302263850660637	-0.0660968890249788	4076	0.3174923067372161
HALLMARK_KRAS_SIGNALING_UP	0.026623039298319478	-0.009895973723290846	0.03651901302161033	5222	0.6473128691417959
HALLMARK_MITOTIC_SPINDLE	0.07950422332061283	-0.059885477457129195	0.13938970077774201	6284	0.07045167672559793
HALLMARK_MTORC1_SIGNALING	0.1602225799775242	-0.041020421213348826	0.20124300119087302	6795	0.013921119052667295
HALLMARK_MYC_TARGETS_V1	0.23354318965106177	-0.056503171350522526	0.2900463610015843	6778	0.014782742337009989
HALLMARK_MYC_TARGETS_V2	0.18767945474824002	-0.07320852195281011	0.26088797670105013	6636	0.02401122613767444
HALLMARK_MYOGENESIS	0.016296829168436597	0.011494835990680857	0.00480199317775574	4724	0.8610937822465587
HALLMARK_NOTCH_SIGNALING	-0.021686970865373252	-0.01573350310919844	-0.005953467756174811	4897	0.9649804701212678
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.2868540893440125	-0.0016938823334618428	0.28854797167747437	6913	0.009068557883620843
HALLMARK_P53_PATHWAY	0.01250944212697742	-0.011567833829801547	0.024077275956778967	4996	0.8650953806975645
HALLMARK_PANCREAS_BETA_CELLS	0.02362084520356862	-0.0025442040011458547	0.026165049204714477	5179	0.6871124779132689
HALLMARK_PEROXISOME	0.027276842998856066	-0.016091437585993816	0.043368280584849886	5405	0.4899530486884621
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.11251904495450064	-0.031386004277925504	0.14390504923242614	6577	0.02911939524976379
HALLMARK_PROTEIN_SECRETION	0.1464814268553378	-0.012998563019988137	0.15947998987532594	6109	0.11267324266181214
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.11864651560501618	-0.022004083153726706	0.1406505987587429	6225	0.08293361265474081
HALLMARK_SPERMATOGENESIS	0.02552272523273104	-0.03760560510946353	0.06312833034219456	5970	0.15871679938322542
HALLMARK_TGF_BETA_SIGNALING	0.03282847543933678	-0.02430204523135202	0.0571305206706888	5406	0.4891533229299545
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.014051045593821703	-0.019537002755073193	0.033588048348894894	5168	0.6974402470029171
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.16466726524543968	-0.04688404625917045	0.21155131150461012	6731	0.017414086606621675
HALLMARK_UV_RESPONSE_DN	0.0026563261055780035	-0.021470346941889214	0.02412667304746722	5095	0.7673227609628372
HALLMARK_UV_RESPONSE_UP	0.09078897684236503	-0.03550393927018368	0.12629291611254873	6756	0.015967343677285657
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.030905558533498353	-0.033562014537505444	0.0026564560040070913	4702	0.8391513580432716
HALLMARK_XENOBIOTIC_METABOLISM	0.03329141896317081	0.0021495423632696994	0.03114187659990111	5171	0.6946179209495669
